20220708100935,15,6.196737451737452e-07,16,2.3803957528957526e-07,18,4.353214285714286e-07,28,1.8865752895752892e-06
20220708100945,15,3.618774131274131e-07,16,1.8291023166023167e-07,18,2.726428571428571e-07,28,1.3438822393822393e-06
20220708100956,15,2.485521235521235e-07,16,1.531042471042471e-07,18,2.0711679536679535e-07,28,1.100795366795367e-06
20220708101006,15,1.9673359073359077e-07,16,1.4098648648648647e-07,18,1.7792181467181466e-07,28,9.56742277992278e-07
20220708101016,15,1.5805115830115828e-07,16,1.2747779922779925e-07,18,1.5828957528957528e-07,28,8.626438223938224e-07
20220708101026,15,1.3211003861003862e-07,16,1.213581081081081e-07,18,1.412760617760618e-07,28,7.909893822393823e-07
20220708101037,15,1.1762548262548262e-07,16,1.1246235521235522e-07,18,1.378330115830116e-07,28,7.307277992277991e-07
20220708101047,15,1.0120656370656371e-07,16,1.0926447876447877e-07,18,1.2669111969111969e-07,28,6.855801158301158e-07
20220708101057,15,9.230308880308882e-08,16,1.0349903474903475e-07,18,1.2171718146718147e-07,28,6.456245173745173e-07
20220708101107,15,8.20646718146718e-08,16,9.871042471042471e-08,18,1.1788320463320464e-07,28,6.252374517374516e-07
20220708101118,15,7.80453667953668e-08,16,9.608687258687259e-08,18,1.126496138996139e-07,28,5.999295366795367e-07
20220708101128,15,7.148359073359074e-08,16,9.382432432432433e-08,18,1.1198648648648649e-07,28,5.742635135135136e-07
20220708101138,15,6.747007722007722e-08,16,9.391891891891892e-08,18,1.0586100386100386e-07,28,5.562519305019304e-07
20220708101148,15,6.450096525096524e-08,16,9.274131274131274e-08,18,1.0639961389961389e-07,28,5.375675675675676e-07
20220708101159,15,6.057818532818534e-08,16,8.734845559845561e-08,18,1.0492664092664093e-07,28,5.151698841698841e-07
20220708101209,15,5.718725868725869e-08,16,8.383108108108107e-08,18,1.0087162162162162e-07,28,5.041920849420849e-07
20220708101219,15,5.5611969111969115e-08,16,8.523166023166023e-08,18,1.0055019305019305e-07,28,4.858716216216217e-07
20220708101229,15,5.275675675675676e-08,16,8.38330115830116e-08,18,9.829054054054054e-08,28,4.786737451737451e-07
