20210730180317,2,7.391225868725868e-07,28,2.0342625482625483e-06,0,0
20210730180324,2,6.706418918918919e-07,28,1.987091698841699e-06,0,0
20210730180331,2,6.355328185328185e-07,28,1.983931467181467e-06,0,0
20210730180338,2,6.141476833976835e-07,28,1.982326254826255e-06,0,0
20210730180346,2,5.773214285714285e-07,28,1.9650666023166025e-06,0,0
20210730180353,2,5.545202702702703e-07,28,1.9724218146718145e-06,0,0
20210730180400,2,5.350849420849421e-07,28,1.984424710424711e-06,0,0
20210730180407,2,5.209739382239381e-07,28,1.9774710424710425e-06,0,0
20210730180415,2,5.19488416988417e-07,28,1.980318532818533e-06,0,0
20210730180422,2,5.075337837837838e-07,28,1.9838050193050196e-06,0,0
20210730180429,2,5.010135135135135e-07,28,2.000964285714286e-06,0,0
20210730180436,2,4.946148648648649e-07,28,2.0090135135135137e-06,0,0
20210730180444,2,4.956467181467182e-07,28,2.006661196911197e-06,0,0
20210730180451,2,4.841071428571429e-07,28,1.9994749034749036e-06,0,0
20210730180458,2,4.774420849420849e-07,28,1.9977934362934364e-06,0,0
20210730180505,2,4.705289575289575e-07,28,2.0054555984555985e-06,0,0
20210730180513,2,4.7492374517374514e-07,28,2.007072393822394e-06,0,0
20210730180520,2,4.676911196911197e-07,28,2.0172635135135135e-06,0,0
20210730180527,2,4.537635135135135e-07,28,2.0077239382239382e-06,0,0
20210730180534,2,4.6324806949806946e-07,28,2.02021138996139e-06,0,0
20210730180542,2,4.6457915057915055e-07,28,2.000204633204633e-06,0,0
20210730180549,2,4.5807335907335907e-07,28,2.02971138996139e-06,0,0
20210730180556,2,4.524971042471042e-07,28,2.033744208494208e-06,0,0
20210730180603,2,4.490270270270271e-07,28,2.0477944015444012e-06,0,0
20210730180611,2,4.5105598455598455e-07,28,2.0387799227799226e-06,0,0
20210730180618,2,4.4412258687258687e-07,28,2.048423745173745e-06,0,0
20210730180625,2,4.4528474903474905e-07,28,2.062105212355212e-06,0,0
20210730180632,2,4.501988416988417e-07,28,2.065546332046332e-06,0,0
20210730180640,2,4.4272683397683396e-07,28,2.087e-06,0,0
20210730180647,2,4.4821911196911197e-07,28,2.0828484555984558e-06,0,0
20210730180654,2,4.4975193050193047e-07,28,2.0931042471042475e-06,0,0
20210730180701,2,4.422027027027027e-07,28,2.1009131274131276e-06,0,0
20210730180708,2,4.4762451737451737e-07,28,2.095442084942085e-06,0,0
20210730180716,2,4.3476640926640924e-07,28,2.1255366795366796e-06,0,0
20210730180723,2,4.4378185328185325e-07,28,2.120401544401544e-06,0,0
20210730180730,2,4.336833976833977e-07,28,2.1372306949806954e-06,0,0
20210730180737,2,4.391776061776062e-07,28,2.148714285714286e-06,0,0
20210730180745,2,4.45738416988417e-07,28,2.1580588803088804e-06,0,0
20210730180752,2,4.2987355212355213e-07,28,2.1517403474903474e-06,0,0
20210730180759,2,4.324565637065637e-07,28,2.1713368725868725e-06,0,0
20210730180806,2,4.280598455598456e-07,28,2.1827972972972975e-06,0,0
20210730180814,2,4.3197297297297293e-07,28,2.1831061776061776e-06,0,0
20210730180821,2,4.1844401544401545e-07,28,2.1958330115830113e-06,0,0
20210730180828,2,4.262104247104247e-07,28,2.199944015444015e-06,0,0
20210730180835,2,4.1547200772200774e-07,28,2.2164720077220076e-06,0,0
20210730180843,2,4.2432818532818537e-07,28,2.2111940154440156e-06,0,0
20210730180850,2,4.094198841698842e-07,28,2.2207972972972974e-06,0,0
20210730180857,2,4.116196911196911e-07,28,2.238588803088803e-06,0,0
20210730180904,2,4.0994305019305017e-07,28,2.246290540540541e-06,0,0
20210730180912,2,4.0177606177606174e-07,28,2.260379343629344e-06,0,0
20210730180919,2,4.062944015444015e-07,28,2.2476023166023165e-06,0,0
20210730180926,2,4.034758687258687e-07,28,2.2732799227799227e-06,0,0
20210730180933,2,3.930289575289575e-07,28,2.281238416988417e-06,0,0
