#,Time,TimeStr,Rga0m,Rga0i,Rga1m,Rga1i,Rga2m,Rga2i,Rga3m,Rga3i,Rga4m,Rga4i,Rga5m,Rga5i
1671230184.2533379,20221216143624,18,1.3848938223938223e-07,28,7.183976833976835e-08,32,2.5769305019305018e-08,44,6.405019305019305e-08,0,0
1671230194.754835,20221216143634,18,0,28,0,32,0,44,0,0,0
1671230248.245785,20221216143728,18,0,28,0,32,0,44,0,0,0
1671230261.3146586,20221216143741,18,0,28,0,32,0,44,0,0,0
1671230274.3772953,20221216143754,18,0,28,0,32,0,44,0,0,0
1671230287.45383,20221216143807,18,0,28,0,32,0,44,0,0,0
1671230300.5147388,20221216143820,18,0,28,0,32,0,44,0,0,0
1671230313.5960984,20221216143833,18,0,28,0,32,0,44,0,0,0
1671230326.675334,20221216143846,18,0,28,0,32,0,44,0,0,0
1671230339.7350993,20221216143859,18,0,28,0,32,0,44,0,0,0
1671230352.7974534,20221216143912,18,0,28,0,32,0,44,0,0,0
1671230365.8485954,20221216143925,18,0,28,0,32,0,44,0,0,0
1671230378.9213905,20221216143938,18,0,28,0,32,0,44,0,0,0
1671230391.9749863,20221216143951,18,0,28,0,32,0,44,0,0,0
1671230405.0261486,20221216144005,18,0,28,0,32,0,44,0,0,0
1671230418.1001503,20221216144018,18,0,28,0,32,0,44,0,0,0
1671230431.1411183,20221216144031,18,0,28,0,32,0,44,0,0,0
1671230444.2211308,20221216144044,18,0,28,0,32,0,44,0,0,0
1671230457.284045,20221216144057,18,0,28,0,32,0,44,0,0,0
1671230470.3278513,20221216144110,18,0,28,0,32,0,44,0,0,0
1671230483.3912947,20221216144123,18,0,28,0,32,0,44,0,0,0
1671230496.4426148,20221216144136,18,0,28,0,32,0,44,0,0,0
1671230509.4853852,20221216144149,18,0,28,0,32,0,44,0,0,0
1671230522.5376039,20221216144202,18,0,28,0,32,0,44,0,0,0
1671230535.5963295,20221216144215,18,0,28,0,32,0,44,0,0,0
1671230548.6301365,20221216144228,18,0,28,0,32,0,44,0,0,0
1671230561.6729908,20221216144241,18,0,28,0,32,0,44,0,0,0
1671230574.7385185,20221216144254,18,0,28,0,32,0,44,0,0,0
1671230587.7866576,20221216144307,18,0,28,0,32,0,44,0,0,0
1671230600.828921,20221216144320,18,0,28,0,32,0,44,0,0,0
1671230613.892992,20221216144333,18,0,28,0,32,0,44,0,0,0
1671230626.971446,20221216144346,18,0,28,0,32,0,44,0,0,0
1671230640.0273163,20221216144400,18,0,28,0,32,0,44,0,0,0
1671230653.1029277,20221216144413,18,0,28,0,32,0,44,0,0,0
1671230666.1617134,20221216144426,18,0,28,0,32,0,44,0,0,0
1671230679.215175,20221216144439,18,0,28,0,32,0,44,0,0,0
1671230692.2668836,20221216144452,18,0,28,0,32,0,44,0,0,0
1671230705.350564,20221216144505,18,0,28,0,32,0,44,0,0,0
1671230718.4115262,20221216144518,18,0,28,0,32,0,44,0,0,0
1671230731.4743285,20221216144531,18,0,28,0,32,0,44,0,0,0
1671230744.5341763,20221216144544,18,0,28,0,32,0,44,0,0,0
1671230757.569437,20221216144557,18,0,28,0,32,0,44,0,0,0
1671230770.6406848,20221216144610,18,0,28,0,32,0,44,0,0,0
1671230783.693065,20221216144623,18,0,28,0,32,0,44,0,0,0
1671230796.7555122,20221216144636,18,0,28,0,32,0,44,0,0,0
1671230809.7867324,20221216144649,18,0,28,0,32,0,44,0,0,0
1671230822.8192046,20221216144702,18,0,28,0,32,0,44,0,0,0
1671230835.8608057,20221216144715,18,0,28,0,32,0,44,0,0,0
1671230848.9245481,20221216144728,18,0,28,0,32,0,44,0,0,0
1671230861.9746804,20221216144741,18,0,28,0,32,0,44,0,0,0
1671230875.038183,20221216144755,18,0,28,0,32,0,44,0,0,0
1671230888.0993135,20221216144808,18,0,28,0,32,0,44,0,0,0
1671230901.141958,20221216144821,18,0,28,0,32,0,44,0,0,0
1671230914.1947212,20221216144834,18,0,28,0,32,0,44,0,0,0
1671230927.2556539,20221216144847,18,0,28,0,32,0,44,0,0,0
1671230940.2980762,20221216144900,18,0,28,0,32,0,44,0,0,0
1671230953.361845,20221216144913,18,0,28,0,32,0,44,0,0,0
1671230966.4120665,20221216144926,18,0,28,0,32,0,44,0,0,0
1671230979.474577,20221216144939,18,0,28,0,32,0,44,0,0,0
1671230992.5384197,20221216144952,18,0,28,0,32,0,44,0,0,0
1671231005.6284368,20221216145005,18,0,28,0,32,0,44,0,0,0
1671231018.7048087,20221216145018,18,0,28,0,32,0,44,0,0,0
1671231031.76846,20221216145031,18,0,28,0,32,0,44,0,0,0
1671231044.8186162,20221216145044,18,0,28,0,32,0,44,0,0,0
1671231057.8610857,20221216145057,18,0,28,0,32,0,44,0,0,0
1671231070.9220562,20221216145110,18,0,28,0,32,0,44,0,0,0
1671231084.0061815,20221216145124,18,0,28,0,32,0,44,0,0,0
1671231097.0687582,20221216145137,18,0,28,0,32,0,44,0,0,0
1671231110.1283123,20221216145150,18,0,28,0,32,0,44,0,0,0
1671231123.1960754,20221216145203,18,0,28,0,32,0,44,0,0,0
1671231136.2662098,20221216145216,18,0,28,0,32,0,44,0,0,0
