#,Time,TimeStr,Rga0m,Rga0i,Rga1m,Rga1i,Rga2m,Rga2i,Rga3m,Rga3i,Rga4m,Rga4i,Rga5m,Rga5i
1671046694.6121151,20221214113814,18,0,28,0,32,0,44,0,0,0
1671046707.6842897,20221214113827,18,0,28,0,32,0,44,0,0,0
1671046720.7467349,20221214113840,18,0,28,0,32,0,44,0,0,0
1671046733.7895548,20221214113853,18,0,28,0,32,0,44,0,0,0
1671046746.8519104,20221214113906,18,0,28,0,32,0,44,0,0,0
1671046759.9047847,20221214113919,18,0,28,0,32,0,44,0,0,0
1671046772.9659276,20221214113932,18,0,28,0,32,0,44,0,0,0
1671046786.026034,20221214113946,18,0,28,0,32,0,44,0,0,0
1671046799.0919797,20221214113959,18,0,28,0,32,0,44,0,0,0
1671046812.1334765,20221214114012,18,0,28,0,32,0,44,0,0,0
1671046825.2010067,20221214114025,18,0,28,0,32,0,44,0,0,0
1671046838.2787652,20221214114038,18,0,28,0,32,0,44,0,0,0
1671046851.3408182,20221214114051,18,0,28,0,32,0,44,0,0,0
1671046864.4012237,20221214114104,18,0,28,0,32,0,44,0,0,0
1671046877.4659777,20221214114117,18,0,28,0,32,0,44,0,0,0
1671046890.5299923,20221214114130,18,0,28,0,32,0,44,0,0,0
1671046903.5709808,20221214114143,18,0,28,0,32,0,44,0,0,0
1671046916.634749,20221214114156,18,0,28,0,32,0,44,0,0,0
1671046929.713599,20221214114209,18,0,28,0,32,0,44,0,0,0
1671046942.778502,20221214114222,18,0,28,0,32,0,44,0,0,0
1671046955.8385208,20221214114235,18,0,28,0,32,0,44,0,0,0
1671046968.9037879,20221214114248,18,0,28,0,32,0,44,0,0,0
1671046981.9510486,20221214114301,18,0,28,0,32,0,44,0,0,0
1671046995.0088434,20221214114315,18,0,28,0,32,0,44,0,0,0
1671047008.0821996,20221214114328,18,0,28,0,32,0,44,0,0,0
1671047021.1537337,20221214114341,18,0,28,0,32,0,44,0,0,0
1671047034.2179062,20221214114354,18,0,28,0,32,0,44,0,0,0
1671047047.2588892,20221214114407,18,0,28,0,32,0,44,0,0,0
1671047060.312534,20221214114420,18,0,28,0,32,0,44,0,0,0
1671047073.385178,20221214114433,18,0,28,0,32,0,44,0,0,0
