#, ,T,i,m,e,",",T,i,m,e,S,t,r,",",m,0,c,0,",",m,0,c,1,",",m,0,c,2,",",m,0,c,3,",",m,0,c,4,",",m,0,c,5
1671046445.1366215,20221214113405,18,0,28,0,32,0,44,0,0,0
1671046458.1851032,20221214113418,18,0,28,0,32,0,44,0,0,0
1671046471.237469,20221214113431,18,0,28,0,32,0,44,0,0,0
1671046484.3125896,20221214113444,18,0,28,0,32,0,44,0,0,0
1671046497.3825183,20221214113457,18,0,28,0,32,0,44,0,0,0
1671046510.4454339,20221214113510,18,0,28,0,32,0,44,0,0,0
1671046523.5251408,20221214113523,18,0,28,0,32,0,44,0,0,0
1671046536.5932212,20221214113536,18,0,28,0,32,0,44,0,0,0
1671046549.654072,20221214113549,18,0,28,0,32,0,44,0,0,0
1671046562.737484,20221214113602,18,0,28,0,32,0,44,0,0,0
1671046575.8193336,20221214113615,18,0,28,0,32,0,44,0,0,0
1671046588.881528,20221214113628,18,0,28,0,32,0,44,0,0,0
1671046601.9628532,20221214113641,18,0,28,0,32,0,44,0,0,0
1671046615.0291762,20221214113655,18,0,28,0,32,0,44,0,0,0
1671046628.070375,20221214113708,18,0,28,0,32,0,44,0,0,0
