20210723130822,18,0,28,0,32,0,40,0
20210723130827,18,0,28,0,32,0,40,0
20210723130828,18,0,28,0,32,0,40,0
20210723130829,18,0,28,0,32,0,40,0
20210723130830,18,0,28,0,32,0,40,0
20210723130831,18,0,28,0,32,0,40,0
20210723130832,18,0,28,0,32,0,40,0
20210723130833,18,0,28,0,32,0,40,0
20210723130835,18,0,28,0,32,0,40,0
20210723130836,18,0,28,0,32,0,40,0
20210723130837,18,0,28,0,32,0,40,0
20210723130838,18,0,28,0,32,0,40,0
20210723130839,18,0,28,0,32,0,40,0
20210723130840,18,0,28,0,32,0,40,0
20210723130841,18,0,28,0,32,0,40,0
20210723130842,18,0,28,0,32,0,40,0
20210723130843,18,0,28,0,32,0,40,0
20210723130845,18,0,28,0,32,0,40,0
20210723130846,18,0,28,0,32,0,40,0
20210723130847,18,0,28,0,32,0,40,0
20210723130848,18,0,28,0,32,0,40,0
20210723130849,18,0,28,0,32,0,40,0
20210723130850,18,0,28,0,32,0,40,0
20210723130851,18,0,28,0,32,0,40,0
20210723130852,18,0,28,0,32,0,40,0
20210723130854,18,0,28,0,32,0,40,0
20210723130855,18,0,28,0,32,0,40,0
20210723130856,18,0,28,0,32,0,40,0
20210723130857,18,0,28,0,32,0,40,0
20210723130858,18,0,28,0,32,0,40,0
20210723130859,18,0,28,0,32,0,40,0
20210723130900,18,0,28,0,32,0,40,0
20210723130901,18,0,28,0,32,0,40,0
20210723130902,18,0,28,0,32,0,40,0
20210723130904,18,0,28,0,32,0,40,0
20210723130905,18,0,28,0,32,0,40,0
20210723130906,18,0,28,0,32,0,40,0
20210723130907,18,0,28,0,32,0,40,0
20210723130908,18,0,28,0,32,0,40,0
20210723130909,18,0,28,0,32,0,40,0
20210723130910,18,0,28,0,32,0,40,0
20210723130911,18,0,28,0,32,0,40,0
20210723130912,18,0,28,0,32,0,40,0
20210723130914,18,0,28,0,32,0,40,0
20210723130915,18,0,28,0,32,0,40,0
20210723130916,18,0,28,0,32,0,40,0
20210723130917,18,0,28,0,32,0,40,0
20210723130918,18,0,28,0,32,0,40,0
20210723130919,18,0,28,0,32,0,40,0
20210723130920,18,0,28,0,32,0,40,0
20210723130921,18,0,28,0,32,0,40,0
20210723130923,18,0,28,0,32,0,40,0
20210723130924,18,0,28,0,32,0,40,0
20210723130925,18,0,28,0,32,0,40,0
20210723130926,18,0,28,0,32,0,40,0
20210723130927,18,0,28,0,32,0,40,0
20210723130928,18,0,28,0,32,0,40,0
20210723130929,18,0,28,0,32,0,40,0
20210723130930,18,0,28,0,32,0,40,0
20210723130931,18,0,28,0,32,0,40,0
20210723130933,18,0,28,0,32,0,40,0
20210723130934,18,0,28,0,32,0,40,0
20210723130935,18,0,28,0,32,0,40,0
20210723130936,18,0,28,0,32,0,40,0
20210723130937,18,0,28,0,32,0,40,0
20210723130938,18,0,28,0,32,0,40,0
20210723130939,18,0,28,0,32,0,40,0
20210723130940,18,0,28,0,32,0,40,0
20210723130942,18,1.6592664092664094e-09,28,9.816602316602316e-10,32,1.9401544401544403e-10,40,5.115830115830116e-11
20210723131003,18,1.5579150579150578e-09,28,9.71042471042471e-10,32,2.0366795366795365e-10,40,1.332046332046332e-10
20210723131018,18,1.578185328185328e-09,28,9.96138996138996e-10,32,8.88030888030888e-11,40,1.3513513513513513e-11
20210723131033,18,1.583976833976834e-09,28,9.536679536679536e-10,32,1.332046332046332e-10,40,2.0752895752895751e-10
20210723131048,18,1.4546332046332046e-09,28,7.586872586872587e-10,32,1.052123552123552e-10,40,1.2644787644787643e-10
20210723131104,18,1.4353281853281853e-09,28,8.986486486486487e-10,32,1.7181467181467182e-10,40,4.44015444015444e-11
20210723131119,18,1.227799227799228e-09,28,8.079150579150579e-10,32,9.845559845559846e-11,40,7.625482625482625e-11
20210723131134,18,1.2712355212355214e-09,28,7.538610038610039e-10,32,1.312741312741313e-10,40,6.563706563706564e-11
20210723131149,18,1.1515444015444015e-09,28,6.882239382239383e-10,32,1.1196911196911197e-10,40,2.8957528957528958e-12
20210723131205,18,1.0888030888030888e-09,28,6.38996138996139e-10,32,1.2837837837837837e-10,40,3.861003861003861e-12
20210723131220,18,1.16988416988417e-09,28,6.862934362934363e-10,32,8.3011583011583e-11,40,3.4749034749034754e-11
20210723131235,18,1.1496138996138995e-09,28,7.065637065637065e-10,32,5.115830115830116e-11,40,2.3166023166023166e-11
20210723131250,18,1.0096525096525098e-09,28,7.24903474903475e-10,32,9.845559845559846e-11,40,1.332046332046332e-10
20210723131305,18,1.0617760617760617e-09,28,7.258687258687259e-10,32,1.303088803088803e-10,40,6.949806949806951e-11
20210723131321,18,1.115830115830116e-09,28,6.824324324324325e-10,32,1.1389961389961389e-10,40,1.196911196911197e-10
20210723131336,18,1.083976833976834e-09,28,6.998069498069497e-10,32,1.0328185328185328e-10,40,4.5366795366795367e-11
20210723131351,18,9.72007722007722e-10,28,5.376447876447876e-10,32,1.2644787644787643e-10,40,9.459459459459458e-11
20210723131406,18,0,28,0,32,0,40,0
20210723131411,18,0,28,0,32,0,40,0
20210723131412,18,0,28,0,32,0,40,0
20210723131413,18,0,28,0,32,0,40,0
20210723131414,18,0,28,0,32,0,40,0
20210723131415,18,0,28,0,32,0,40,0
20210723131416,18,0,28,0,32,0,40,0
20210723131417,18,0,28,0,32,0,40,0
20210723131418,18,0,28,0,32,0,40,0
20210723131419,18,0,28,0,32,0,40,0
20210723131421,18,0,28,0,32,0,40,0
20210723131422,18,0,28,0,32,0,40,0
20210723131423,18,0,28,0,32,0,40,0
20210723131424,18,0,28,0,32,0,40,0
20210723131425,18,0,28,0,32,0,40,0
20210723131426,18,0,28,0,32,0,40,0
20210723131427,18,0,28,0,32,0,40,0
20210723131428,18,0,28,0,32,0,40,0
20210723131430,18,0,28,0,32,0,40,0
20210723131431,18,0,28,0,32,0,40,0
20210723131432,18,0,28,0,32,0,40,0
20210723131433,18,0,28,0,32,0,40,0
20210723131434,18,0,28,0,32,0,40,0
20210723131435,18,0,28,0,32,0,40,0
20210723131436,18,0,28,0,32,0,40,0
20210723132036,18,0,28,0,32,0,40,0
20210723132048,18,0,28,0,32,0,40,0
20210723132059,18,7.828185328185329e-10,28,5.945945945945946e-10,32,-5.6949806949806945e-11,40,-1.833976833976834e-11
20210723132120,18,7.422779922779922e-10,28,5.395752895752895e-10,32,-5.212355212355213e-11,40,-1.2548262548262549e-11
20210723132135,18,7.432432432432432e-10,28,5.241312741312741e-10,32,-8.687258687258689e-12,40,-5.4054054054054054e-11
20210723132150,18,7.017374517374517e-10,28,4.6525096525096523e-10,32,-2.8957528957528958e-12,40,3.378378378378379e-11
20210723132205,18,6.37065637065637e-10,28,4.3050193050193054e-10,32,7.528957528957529e-11,40,5.115830115830116e-11
20210723132220,18,7.731660231660231e-10,28,4.5849420849420845e-10,32,7.81853281853282e-11,40,-8.397683397683398e-11
20210723132235,18,6.196911196911197e-10,28,4.140926640926641e-10,32,4.247104247104247e-11,40,-2.8957528957528952e-11
20210723132250,18,6.38996138996139e-10,28,4.749034749034749e-10,32,1.0038610038610039e-10,40,-4.729729729729729e-11
20210723132306,18,6.245173745173746e-10,28,5.878378378378379e-10,32,7.142857142857144e-11,40,-2.027027027027027e-11
20210723132321,18,6.216216216216216e-10,28,4.073359073359073e-10,32,1.1583011583011583e-11,40,1.5444015444015445e-11
20210723132336,18,6.38996138996139e-10,28,3.388030888030888e-10,32,9.652509652509653e-11,40,4.8262548262548264e-12
20210723132351,18,7.258687258687259e-10,28,4.797297297297298e-10,32,1.4478764478764476e-11,40,-7.046332046332046e-11
20210723132406,18,5.222007722007723e-10,28,4.391891891891892e-10,32,1.7374517374517377e-11,40,-7.528957528957529e-11
20210723132421,18,5.916988416988418e-10,28,3.5714285714285715e-10,32,1.3513513513513513e-11,40,-4.8262548262548264e-12
20210723132436,18,5.859073359073359e-10,28,4.0347490347490346e-10,32,-2.8957528957528952e-11,40,-3.088803088803089e-11
20210723132451,18,0,28,0,32,0,40,0
20210723132603,18,0,28,0,32,0,40,0
20210723132614,18,0,28,0,32,0,40,0
20210723133137,18,0,28,0,32,0,40,0
20210723133153,18,0,28,0,32,0,40,0
20210723133209,18,0,28,0,32,0,40,0
20210723133225,18,0,28,0,32,0,40,0
